hardware,device,gpu_name,ram_gb,high_ram,model,config,loss,loss_used,co2_kg,time_s,ndcg@5,ndcg@10,recall@5,recall@10,mrr@5,mrr@10,precision@5,precision@10,hit@5,hit@10,map@5,map@10
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,FM,FM_s2024_r1,,,0.0001264883840319,8.78,0.0386,0.0425,0.0145,0.0314,0.0744,0.0884,0.0375,0.0381,0.1432,0.2513,0.0209,0.0173
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,FM,FM_s2024_r2,,,8.890543028412793e-05,6.17,0.0285,0.0293,0.0095,0.0188,0.0614,0.0709,0.0267,0.0258,0.1135,0.1856,0.015,0.0113
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,FM,FM_s2024_r3,,,7.115452042939006e-05,5.12,0.0503,0.0511,0.0192,0.0374,0.0972,0.111,0.0473,0.0433,0.1771,0.281,0.0282,0.0213
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,FM,FM_s2024_r4,,,9.712407664198872e-05,6.97,0.047,0.0499,0.018,0.0366,0.089,0.1042,0.0462,0.0438,0.1697,0.2789,0.0261,0.0211
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,FM,FM_s2024_r5,,,6.677889160352588e-05,5.09,0.0474,0.0503,0.0176,0.0369,0.0946,0.1074,0.0435,0.0427,0.1654,0.2641,0.027,0.0215
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,FM,FM_s2024_r6,,,6.277503406738133e-05,4.6,0.0169,0.0193,0.0072,0.0147,0.037,0.0458,0.0161,0.0172,0.0785,0.1463,0.0082,0.0067
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,FM,FM_s2025_r1,,,0.0001240238054972,8.32,0.0457,0.0441,0.0185,0.0308,0.0892,0.1001,0.0445,0.0376,0.1771,0.2598,0.0243,0.0181
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,FM,FM_s2025_r2,,,8.92785236260125e-05,6.54,0.0351,0.0366,0.0135,0.0267,0.0735,0.0856,0.0331,0.032,0.14,0.2365,0.0183,0.014
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,FM,FM_s2025_r3,,,7.10080924945572e-05,5.38,0.0415,0.0435,0.0162,0.0311,0.0788,0.0929,0.0405,0.0386,0.1516,0.2577,0.0228,0.0177
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,FM,FM_s2025_r4,,,9.684760595571958e-05,6.61,0.0421,0.0457,0.0155,0.034,0.0762,0.0903,0.0435,0.0425,0.1633,0.2672,0.0232,0.0189
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,FM,FM_s2025_r5,,,6.585367081088767e-05,5.09,0.0415,0.0393,0.0151,0.0263,0.0852,0.0938,0.0384,0.0323,0.1548,0.2216,0.023,0.0167
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,FM,FM_s2025_r6,,,6.219218097431057e-05,4.52,0.0231,0.0257,0.0082,0.0181,0.0535,0.0658,0.0199,0.0226,0.0944,0.1888,0.0121,0.0093
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,FM,FM_s2026_r1,,,0.0001253341410319,8.75,0.0442,0.0469,0.0192,0.038,0.0833,0.0978,0.0441,0.0409,0.1771,0.2853,0.0234,0.0185
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,FM,FM_s2026_r2,,,9.015844657284484e-05,6.22,0.033,0.0357,0.0138,0.0278,0.0632,0.0749,0.0335,0.0318,0.1389,0.2259,0.0166,0.0136
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,FM,FM_s2026_r3,,,7.003469728542446e-05,5.07,0.0643,0.0609,0.0255,0.0425,0.1231,0.1341,0.0596,0.0485,0.2206,0.3043,0.0362,0.0269
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,FM,FM_s2026_r4,,,9.869163146685296e-05,7.08,0.0529,0.0533,0.0198,0.0382,0.1046,0.1189,0.0484,0.044,0.1824,0.2906,0.0299,0.0227
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,FM,FM_s2026_r5,,,6.498479801793243e-05,4.74,0.0522,0.0509,0.0215,0.038,0.1012,0.1121,0.0496,0.0413,0.1941,0.2757,0.0287,0.0216
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,FM,FM_s2026_r6,,,6.2873046589888e-05,4.88,0.0115,0.0135,0.0055,0.0114,0.0201,0.0275,0.0138,0.0138,0.0626,0.1177,0.0048,0.0041
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,ItemKNN,ItemKNN_s2024_r1,,,3.275841826870763e-05,3.29,0.2556,0.2594,0.1456,0.2316,0.4017,0.4195,0.2221,0.1797,0.6246,0.7508,0.1747,0.152
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,ItemKNN,ItemKNN_s2024_r2,,,4.001258110560557e-05,3.48,0.276,0.272,0.1489,0.2332,0.4365,0.4553,0.2363,0.1854,0.632,0.7699,0.193,0.161
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,ItemKNN,ItemKNN_s2024_r3,,,4.722997568507642e-05,4.02,0.2829,0.2787,0.1564,0.2395,0.4559,0.471,0.2382,0.186,0.6564,0.7699,0.1966,0.1663
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,ItemKNN,ItemKNN_s2024_r4,,,3.3433136519209704e-05,3.36,0.2635,0.2675,0.1466,0.2351,0.4171,0.4354,0.2263,0.185,0.6235,0.7603,0.1822,0.1576
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,ItemKNN,ItemKNN_s2024_r5,,,4.378276478201049e-05,3.76,0.2755,0.2755,0.1512,0.2399,0.4354,0.4529,0.2373,0.19,0.6426,0.772,0.1904,0.1631
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,ItemKNN,ItemKNN_s2024_r6,,,4.8789334098970125e-05,4.48,0.284,0.2802,0.1588,0.2372,0.4619,0.4759,0.2339,0.1849,0.6649,0.7688,0.1974,0.1683
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,ItemKNN,ItemKNN_s2025_r1,,,3.236193429556833e-05,2.93,0.261,0.2618,0.1458,0.2269,0.428,0.4454,0.2214,0.1786,0.6373,0.7625,0.1755,0.1512
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,ItemKNN,ItemKNN_s2025_r2,,,4.019215015967992e-05,3.79,0.2744,0.2733,0.1447,0.233,0.4397,0.4579,0.2324,0.1861,0.6352,0.7699,0.1913,0.1625
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,ItemKNN,ItemKNN_s2025_r3,,,4.732616873933306e-05,4.35,0.2763,0.2755,0.1484,0.2369,0.4412,0.4597,0.2331,0.1849,0.6267,0.7625,0.1935,0.1651
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,ItemKNN,ItemKNN_s2025_r4,,,3.266541468215552e-05,2.98,0.2655,0.2693,0.1408,0.2342,0.432,0.4544,0.2246,0.1857,0.6204,0.7815,0.1836,0.1569
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,ItemKNN,ItemKNN_s2025_r5,,,4.368085847201714e-05,3.75,0.2749,0.2737,0.1517,0.2358,0.4376,0.4552,0.2346,0.1866,0.6458,0.7773,0.19,0.162
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,ItemKNN,ItemKNN_s2025_r6,,,4.843623550572326e-05,4.49,0.2868,0.2816,0.1643,0.2409,0.4488,0.4655,0.2418,0.1869,0.6532,0.7709,0.2011,0.1707
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,ItemKNN,ItemKNN_s2026_r1,,,3.268869122633179e-05,3.27,0.2653,0.2675,0.1432,0.231,0.4258,0.4439,0.2267,0.1863,0.6352,0.7688,0.1807,0.1553
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,ItemKNN,ItemKNN_s2026_r2,,,4.060876410916625e-05,3.52,0.2793,0.2748,0.1467,0.2334,0.4429,0.4603,0.2384,0.1876,0.6437,0.772,0.1941,0.1626
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,ItemKNN,ItemKNN_s2026_r3,,,4.769328394857264e-05,4.42,0.2833,0.2807,0.153,0.2388,0.4521,0.4699,0.2373,0.1891,0.6458,0.7826,0.1983,0.1671
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,ItemKNN,ItemKNN_s2026_r4,,,3.332539641572958e-05,2.99,0.2756,0.2735,0.1492,0.2339,0.4372,0.4533,0.2346,0.1881,0.6501,0.772,0.1893,0.161
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,ItemKNN,ItemKNN_s2026_r5,,,4.246339636843309e-05,4.06,0.282,0.2787,0.146,0.2337,0.4493,0.4673,0.238,0.1897,0.6405,0.7709,0.1984,0.1662
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,ItemKNN,ItemKNN_s2026_r6,,,4.7859013710408646e-05,4.19,0.2896,0.2815,0.1568,0.2351,0.461,0.476,0.2392,0.1852,0.6522,0.7678,0.2039,0.1695
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,LightGCN,LightGCN_BPR_r1,BPR,BPR,0.0001053630774541,7.37,0.1286,0.1305,0.0757,0.1175,0.2379,0.2572,0.1118,0.0907,0.4093,0.5504,0.0753,0.0633
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,LightGCN,LightGCN_BPR_r2,BPR,BPR,6.241441218868503e-05,4.5,0.1633,0.1651,0.0897,0.143,0.2984,0.3149,0.1345,0.109,0.4677,0.5907,0.1022,0.0874
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,LightGCN,LightGCN_BPR_r3,BPR,BPR,6.287651327493088e-05,4.83,0.1375,0.1412,0.0823,0.1237,0.2514,0.2696,0.1171,0.099,0.421,0.5536,0.082,0.0709
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,LightGCN,LightGCN_BPR_r4,BPR,BPR,6.964846760164532e-05,4.91,0.1405,0.1463,0.0823,0.1289,0.2607,0.2811,0.1164,0.1001,0.4199,0.5716,0.0851,0.0743
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,LightGCN,LightGCN_BPR_r5,BPR,BPR,3.974546908176897e-05,3.14,0.1666,0.1675,0.0928,0.143,0.2972,0.3165,0.1368,0.1133,0.4539,0.5992,0.1066,0.0894
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,LightGCN,LightGCN_BPR_r6,BPR,BPR,3.59110066461521e-05,3.19,0.1278,0.1281,0.0668,0.109,0.2403,0.2571,0.1088,0.0883,0.3955,0.5217,0.0768,0.0631
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,LightGCN,LightGCN_CE_r1,CE,CE,0.0001003354296705,7.02,0.1286,0.1305,0.0757,0.1175,0.2379,0.2572,0.1118,0.0907,0.4093,0.5504,0.0753,0.0633
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,LightGCN,LightGCN_CE_r2,CE,CE,6.145090873500869e-05,4.46,0.1633,0.1651,0.0897,0.143,0.2984,0.3149,0.1345,0.109,0.4677,0.5907,0.1022,0.0874
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,LightGCN,LightGCN_CE_r3,CE,CE,6.295906346291212e-05,4.82,0.1375,0.1412,0.0823,0.1237,0.2514,0.2696,0.1171,0.099,0.421,0.5536,0.082,0.0709
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,LightGCN,LightGCN_CE_r4,CE,CE,6.963054697795252e-05,4.88,0.1405,0.1463,0.0823,0.1289,0.2607,0.2811,0.1164,0.1001,0.4199,0.5716,0.0851,0.0743
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,LightGCN,LightGCN_CE_r5,CE,CE,3.982279273604438e-05,3.45,0.1666,0.1675,0.0928,0.143,0.2972,0.3165,0.1368,0.1133,0.4539,0.5992,0.1066,0.0894
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,LightGCN,LightGCN_CE_r6,CE,CE,3.6023739540780506e-05,2.87,0.1278,0.1281,0.0668,0.109,0.2403,0.2571,0.1088,0.0883,0.3955,0.5217,0.0768,0.0631
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,LightGCN,LightGCN_MSE_r1,MSE,MSE,0.0001001250579051,6.72,0.1286,0.1305,0.0757,0.1175,0.2379,0.2572,0.1118,0.0907,0.4093,0.5504,0.0753,0.0633
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,LightGCN,LightGCN_MSE_r2,MSE,MSE,6.241244382224264e-05,4.84,0.1633,0.1651,0.0897,0.143,0.2984,0.3149,0.1345,0.109,0.4677,0.5907,0.1022,0.0874
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,LightGCN,LightGCN_MSE_r3,MSE,MSE,6.277245625558713e-05,4.79,0.1375,0.1412,0.0823,0.1237,0.2514,0.2696,0.1171,0.099,0.421,0.5536,0.082,0.0709
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,LightGCN,LightGCN_MSE_r4,MSE,MSE,6.945799948700588e-05,4.83,0.1405,0.1463,0.0823,0.1289,0.2607,0.2811,0.1164,0.1001,0.4199,0.5716,0.0851,0.0743
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,LightGCN,LightGCN_MSE_r5,MSE,MSE,4.032852961154477e-05,3.11,0.1666,0.1675,0.0928,0.143,0.2972,0.3165,0.1368,0.1133,0.4539,0.5992,0.1066,0.0894
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,LightGCN,LightGCN_MSE_r6,MSE,MSE,3.524123505857983e-05,3.19,0.1278,0.1281,0.0668,0.109,0.2403,0.2571,0.1088,0.0883,0.3955,0.5217,0.0768,0.0631
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NGCF,NGCF_BPR_r1,BPR,BPR,0.0001141561408277,7.46,0.093,0.0985,0.0465,0.0808,0.1614,0.1803,0.0893,0.0821,0.3128,0.4602,0.0534,0.0453
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NGCF,NGCF_BPR_r2,BPR,BPR,6.61903355958216e-05,4.97,0.0531,0.059,0.0251,0.0475,0.0976,0.1144,0.0513,0.0509,0.1983,0.3245,0.0286,0.0246
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NGCF,NGCF_BPR_r3,BPR,BPR,7.166612608189246e-05,4.98,0.0735,0.082,0.0292,0.0659,0.133,0.1534,0.0719,0.0732,0.2587,0.4146,0.0413,0.0353
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NGCF,NGCF_BPR_r4,BPR,BPR,7.162603536141404e-05,5.23,0.0835,0.0868,0.0373,0.0671,0.1519,0.1675,0.0791,0.073,0.2863,0.404,0.0476,0.0391
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NGCF,NGCF_BPR_r5,BPR,BPR,3.681686800238905e-05,2.89,0.0324,0.0384,0.0144,0.0298,0.0632,0.0774,0.0331,0.0364,0.1453,0.2513,0.0157,0.0139
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NGCF,NGCF_BPR_r6,BPR,BPR,2.9556593182169823e-05,2.78,0.0382,0.0427,0.0169,0.0336,0.0725,0.0879,0.0361,0.0369,0.1432,0.2598,0.0207,0.0171
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NGCF,NGCF_CE_r1,CE,CE,0.0001145092418587,7.47,0.0933,0.0981,0.0468,0.0806,0.1633,0.181,0.0893,0.081,0.3171,0.4539,0.0535,0.0452
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NGCF,NGCF_CE_r2,CE,CE,6.764383146819629e-05,5.09,0.0524,0.0592,0.0247,0.0489,0.0966,0.1142,0.0503,0.0509,0.1951,0.3287,0.0282,0.0244
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NGCF,NGCF_CE_r3,CE,CE,7.219499942151317e-05,5.26,0.074,0.0825,0.0296,0.0672,0.1336,0.1534,0.0727,0.0734,0.263,0.4178,0.0415,0.0353
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NGCF,NGCF_CE_r4,CE,CE,7.181458677100253e-05,4.97,0.0827,0.0868,0.036,0.0674,0.1515,0.1685,0.0774,0.0727,0.2789,0.4062,0.0473,0.039
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NGCF,NGCF_CE_r5,CE,CE,3.609014062651268e-05,2.88,0.0324,0.0384,0.0144,0.0298,0.0632,0.0774,0.0331,0.0364,0.1453,0.2513,0.0157,0.0139
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NGCF,NGCF_CE_r6,CE,CE,2.9785457493844857e-05,2.8,0.0382,0.0427,0.0169,0.0336,0.0725,0.0879,0.0361,0.0369,0.1432,0.2598,0.0207,0.0171
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NGCF,NGCF_MSE_r1,MSE,MSE,0.0001156734002068,7.87,0.0925,0.0988,0.0463,0.0811,0.163,0.1827,0.088,0.0822,0.3118,0.4634,0.053,0.0453
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NGCF,NGCF_MSE_r2,MSE,MSE,6.664116288773496e-05,4.65,0.0525,0.0586,0.0245,0.0482,0.097,0.1139,0.0507,0.0505,0.1972,0.3277,0.0283,0.0243
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NGCF,NGCF_MSE_r3,MSE,MSE,7.134942739675014e-05,4.9,0.0739,0.0825,0.0294,0.0666,0.1338,0.154,0.0721,0.0733,0.2598,0.4157,0.0417,0.0356
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NGCF,NGCF_MSE_r4,MSE,MSE,7.132270309850722e-05,5.24,0.082,0.0863,0.0357,0.0669,0.1496,0.1655,0.0776,0.0729,0.2842,0.404,0.0467,0.0388
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NGCF,NGCF_MSE_r5,MSE,MSE,3.682564595364485e-05,2.9,0.0324,0.0384,0.0144,0.0298,0.0632,0.0774,0.0331,0.0364,0.1453,0.2513,0.0157,0.0139
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NGCF,NGCF_MSE_r6,MSE,MSE,3.127754876584833e-05,2.89,0.0382,0.0427,0.0169,0.0336,0.0725,0.0879,0.0361,0.0369,0.1432,0.2598,0.0207,0.0171
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NeuMF,NeuMF_BPR_r1,BPR,BPR,9.515478633295336e-05,6.49,0.2394,0.2387,0.1276,0.2024,0.3915,0.4092,0.2023,0.1636,0.5864,0.7147,0.1631,0.1388
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NeuMF,NeuMF_BPR_r2,BPR,BPR,6.017984773719247e-05,4.6,0.1459,0.1503,0.0724,0.1252,0.2621,0.2824,0.1279,0.1095,0.4316,0.5811,0.0902,0.0765
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NeuMF,NeuMF_BPR_r3,BPR,BPR,5.158587152732145e-05,4.18,0.2175,0.2153,0.1107,0.1738,0.3662,0.3834,0.1826,0.1491,0.5355,0.6617,0.1465,0.1225
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NeuMF,NeuMF_BPR_r4,BPR,BPR,7.241435254728854e-05,5.0,0.2305,0.2297,0.1222,0.1943,0.3783,0.3955,0.197,0.1584,0.5822,0.7105,0.1551,0.1316
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NeuMF,NeuMF_BPR_r5,BPR,BPR,4.4317123361240544e-05,3.3,0.1291,0.134,0.0679,0.1157,0.2298,0.2483,0.1179,0.1018,0.4125,0.5536,0.0762,0.0651
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NeuMF,NeuMF_BPR_r6,BPR,BPR,4.111492245659612e-05,3.48,0.1313,0.1325,0.0657,0.1047,0.2306,0.2479,0.119,0.1004,0.4019,0.526,0.0799,0.0666
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NeuMF,NeuMF_CE_r1,CE,CE,9.284075635913176e-05,6.31,0.2394,0.2387,0.1276,0.2024,0.3915,0.4092,0.2023,0.1636,0.5864,0.7147,0.1631,0.1388
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NeuMF,NeuMF_CE_r2,CE,CE,6.149313631147083e-05,4.68,0.1459,0.1503,0.0724,0.1252,0.2621,0.2824,0.1279,0.1095,0.4316,0.5811,0.0902,0.0765
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NeuMF,NeuMF_CE_r3,CE,CE,5.215913859318217e-05,4.11,0.2175,0.2153,0.1107,0.1738,0.3662,0.3834,0.1826,0.1491,0.5355,0.6617,0.1465,0.1225
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NeuMF,NeuMF_CE_r4,CE,CE,7.188313318450924e-05,5.2,0.2305,0.2297,0.1222,0.1943,0.3783,0.3955,0.197,0.1584,0.5822,0.7105,0.1551,0.1316
A100_GPU_HighRAM,cuda,NVIDIA A100-SXM4-40GB,83,True,NeuMF,NeuMF_CE_r5,CE,CE,4.366474179490504e-05,3.3,0.1291,0.134,0.0679,0.1157,0.2298,0.2483,0.1179,0.1018,0.4125,0.5536,0.0762,0.0651
